2017-07-13 10:44:30,156 training config:{'CLASS_AGNOSTIC': True,
 'MXNET_VERSION': 'mxnet-aconv',
 'SCALES': [(1024, 2048)],
 'TEST': {'BATCH_IMAGES': 1, 'test_epoch': 53},
 'TRAIN': {'BATCH_IMAGES': 1,
           'CROP_HEIGHT': 768,
           'CROP_WIDTH': 1024,
           'ENABLE_CROP': True,
           'ENABLE_OHEM': False,
           'FLIP': True,
           'RESUME': False,
           'SHUFFLE': True,
           'begin_epoch': 0,
           'end_epoch': 53,
           'lr': 0.0005,
           'lr_step': '40.336',
           'model_prefix': 'deeplab_resnet_v1_101_cityscapes_segmentation_acn',
           'momentum': 0.9,
           'warmup': True,
           'warmup_lr': 5e-05,
           'warmup_step': 1000,
           'wd': 0.0005},
 'dataset': {'NUM_CLASSES': 19,
             'annotation_prefix': 'gtFine',
             'dataset': 'CityScape',
             'dataset_path': '/data/haowang/seg_dataset/',
             'image_set': 'leftImg8bit_train',
             'root_path': '/data/haowang/seg_dataset/',
             'test_image_set': 'leftImg8bit_val'},
 'default': {'frequent': 10, 'kvstore': 'device'},
 'gpus': '1,2,3,4',
 'network': {'FIXED_PARAMS': ['conv1',
                              'bn_conv1',
                              'res2',
                              'bn2',
                              'gamma',
                              'beta'],
             'FIXED_PARAMS_SHARED': ['conv1',
                                     'bn_conv1',
                                     'res2',
                                     'bn2',
                                     'res3',
                                     'bn3',
                                     'res4',
                                     'bn4',
                                     'gamma',
                                     'beta'],
             'IMAGE_STRIDE': 0,
             'PIXEL_MEANS': array([ 103.06,  115.9 ,  123.15]),
             'pretrained': './model/pretrained_model/resnet_v1_101',
             'pretrained_epoch': 0},
 'output_path': './output/cityscape',
 'symbol': 'resnet_v1_101_deeplab_acn'}

2017-07-13 10:45:25,550 Epoch[0] Batch [10]	Speed: 4.05 samples/sec	Train-FCNLogLoss=2.747120,	
2017-07-13 10:45:35,016 Epoch[0] Batch [20]	Speed: 4.23 samples/sec	Train-FCNLogLoss=2.424087,	
2017-07-13 10:45:44,398 Epoch[0] Batch [30]	Speed: 4.26 samples/sec	Train-FCNLogLoss=2.214278,	
2017-07-13 10:45:53,620 Epoch[0] Batch [40]	Speed: 4.34 samples/sec	Train-FCNLogLoss=2.079780,	
2017-07-13 10:46:03,136 Epoch[0] Batch [50]	Speed: 4.20 samples/sec	Train-FCNLogLoss=2.006200,	
2017-07-13 10:46:12,849 Epoch[0] Batch [60]	Speed: 4.12 samples/sec	Train-FCNLogLoss=1.943303,	
2017-07-13 10:46:22,403 Epoch[0] Batch [70]	Speed: 4.19 samples/sec	Train-FCNLogLoss=1.891518,	
2017-07-13 10:46:31,889 Epoch[0] Batch [80]	Speed: 4.22 samples/sec	Train-FCNLogLoss=1.850380,	
2017-07-13 10:46:41,408 Epoch[0] Batch [90]	Speed: 4.20 samples/sec	Train-FCNLogLoss=1.807173,	
2017-07-13 10:46:51,167 Epoch[0] Batch [100]	Speed: 4.10 samples/sec	Train-FCNLogLoss=1.756675,	
2017-07-13 10:47:01,307 Epoch[0] Batch [110]	Speed: 3.94 samples/sec	Train-FCNLogLoss=1.718780,	
2017-07-13 10:47:10,032 Epoch[0] Batch [120]	Speed: 4.58 samples/sec	Train-FCNLogLoss=1.687798,	
2017-07-13 10:47:19,245 Epoch[0] Batch [130]	Speed: 4.34 samples/sec	Train-FCNLogLoss=1.671948,	
2017-07-13 10:47:28,265 Epoch[0] Batch [140]	Speed: 4.44 samples/sec	Train-FCNLogLoss=1.651845,	
2017-07-13 10:47:38,051 Epoch[0] Batch [150]	Speed: 4.09 samples/sec	Train-FCNLogLoss=1.628672,	
